date,price,price_diff,sigma_price,ewma_short,ewma_long,raw_forecast,scaled_forecast,capped_forecast,N_unrounded,position,forecast_scale,buffer_contracts,prev_pos,pnl_price,delta_pos,cost_usd,cost_pct,slip_cost,pnl,equity,drawdown,bundle,sample
2005-12-21,5397.22998046875,0.0,,5397.22998046875,5397.22998046875,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2005-12-22,5398.27978515625,1.0498046875,,5397.329961867559,5397.2711492800245,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2005-12-23,5419.0498046875,20.77001953125,,5399.398518326601,5398.125214197965,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2005-12-27,5444.83984375,25.7900390625,,5403.72626360502,5399.957160454907,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2005-12-28,5447.14990234375,2.31005859375,,5407.861848246804,5401.807856215254,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2005-12-29,5458.580078125,11.43017578125,,5412.692155854251,5404.034217858773,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2005-12-30,5408.259765625,-50.3203125,,5412.270023451465,5404.199925614312,,,,,0,4.59320497314157,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-01-02,5449.97998046875,41.72021484375,,5415.861447929302,5405.995221883113,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-03,5460.68017578125,10.7001953125,,5420.129898200916,5408.139729879119,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-04,5523.6201171875,62.93994140625,,5429.986109532972,5412.668372518663,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-05,5516.52978515625,-7.09033203125,,5438.228364354236,5416.741369092686,,,,,0,4.59320497314157,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-01-06,5536.31982421875,19.7900390625,,5447.570408150857,5421.4307202741,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-09,5537.10986328125,0.7900390625,,5456.097975306132,5425.967157254773,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-10,5494.7099609375,-42.39990234375,,5459.775307271024,5428.662953477626,,,,,0,4.59320497314157,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-01-11,5532.89013671875,38.18017578125,,5466.738624361284,5432.750293996885,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-12,5542.1298828125,9.23974609375,,5473.918744213781,5437.039689636714,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-13,5483.08984375,-59.0400390625,,5474.7921822648495,5438.845578033313,,,,,0,4.59320497314157,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-01-16,5514.64013671875,31.55029296875,,5478.587225546174,5441.817913668036,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-17,5460.16015625,-54.47998046875,,5476.832266565586,5442.537217298702,,,,,0,4.59320497314157,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-01-18,5395.60986328125,-64.55029296875,,5469.096799586126,5440.696928905861,,,,,0,4.59320497314157,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-01-19,5430.83984375,35.22998046875,,5465.453279982685,5440.310376546808,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-20,5349.02001953125,-81.81982421875,,5454.364398034929,5436.730362546197,,,,,0,4.59320497314157,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-01-23,5348.72021484375,-0.2998046875,,5444.303047254816,5433.278984204925,,,,,0,4.59320497314157,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-01-24,5334.2998046875,-14.42041015625,,5433.826547962691,5429.397447753262,,,,,0,4.59320497314157,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-01-25,5427.08984375,92.7900390625,,5433.184957085292,5429.306953478625,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-26,5548.91015625,121.8203125,,5444.206404624788,5433.9972751559335,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-27,5647.419921875,98.509765625,,5463.560072934332,5442.366790713544,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-30,5660.02978515625,12.60986328125,,5482.271474098325,5450.90259441718,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-31,5674.14990234375,14.1201171875,,5500.545610121699,5459.657390806457,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-02-01,5726.52978515625,52.3798828125,,5522.067912505941,5470.122974898606,,,,,0,4.59320497314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-02-02,5649.60009765625,-76.9296875,,5534.213834901209,5477.161293438122,,,,,0,4.59320497314157,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-02-03,5657.1201171875,7.52001953125,48.60826779010694,5545.919195118951,5484.218502212608,1.2693456424485334,5.830364717530185,5.830364717530185,1.4922563939116276,1,4.59320497314157,0.25594563397120823,0.0,0.0,1.0,3.0,0.0,1.3607678755165544,-4.360767875516554,8328.972565457816,0.0005232921450619325,1,OOS
