date,price,price_diff,sigma_price,ann_std,raw_forecast,scaled_forecast,capped_forecast,N_unrounded,position,forecast_scale,prev_pos,pnl_price,delta_pos,cost_usd,cost_pct,slip_cost,pnl,equity,drawdown,bundle,sample
2006-01-03,10847.41015625,0.0,,,,,,0.0,0,0.9512881990128936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-04,10880.150390625,32.740234375,,,,,,0.0,0,0.9512881990128936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-05,10882.150390625,2.0,,,,,,0.0,0,0.9512881990128936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-06,10959.3095703125,77.1591796875,,,,,,0.0,0,0.9512881990128936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-09,11011.900390625,52.5908203125,,,,,,0.0,0,0.9512881990128936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-10,11011.580078125,-0.3203125,,,,,,0.0,0,0.9512881990128936,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-01-11,11043.4404296875,31.8603515625,,,,,,0.0,0,0.9512881990128936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-12,10962.3603515625,-81.080078125,,,,,,0.0,0,0.9512881990128936,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-01-13,10959.8701171875,-2.490234375,,,,,,0.0,0,0.9512881990128936,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-01-17,10896.3203125,-63.5498046875,,,,,,0.0,0,0.9512881990128936,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-01-18,10854.8603515625,-41.4599609375,,,,,,0.0,0,0.9512881990128936,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-01-19,10880.7099609375,25.849609375,,,,,,0.0,0,0.9512881990128936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-20,10667.3896484375,-213.3203125,,,,,,0.0,0,0.9512881990128936,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-01-23,10688.76953125,21.3798828125,,,,,,0.0,0,0.9512881990128936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-24,10712.2197265625,23.4501953125,,,,,,0.0,0,0.9512881990128936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-25,10709.740234375,-2.4794921875,,,,,,0.0,0,0.9512881990128936,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-01-26,10809.4697265625,99.7294921875,,,,,,0.0,0,0.9512881990128936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-27,10907.2099609375,97.740234375,,,,,,0.0,0,0.9512881990128936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-01-30,10899.919921875,-7.2900390625,,,,,,0.0,0,0.9512881990128936,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-01-31,10864.8603515625,-35.0595703125,,,,,,0.0,0,0.9512881990128936,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-02-01,10953.9501953125,89.08984375,,,,,,0.0,0,0.9512881990128936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.333333333332,0.0,1,OOS
2006-02-02,10851.98046875,-101.9697265625,,,,,,0.0,0,0.9512881990128936,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
2006-02-03,10793.6201171875,-58.3603515625,,,,,,0.0,0,0.9512881990128936,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,8333.333333333332,0.0,1,OOS
